NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
"LE BOURGET, FR",1/29/2010,0.03,,40,,
"LE BOURGET, FR",1/30/2010,0.28,,33,40,28
"LE BOURGET, FR",1/31/2010,0,,33,39,27
"LE BOURGET, FR",2/1/2010,0,,35,42,31
"LE BOURGET, FR",2/2/2010,0.02,,40,,31
"LE BOURGET, FR",2/3/2010,0.11,,48,51,45
"LE BOURGET, FR",2/4/2010,0,,45,50,
"LE BOURGET, FR",2/5/2010,0.31,,47,54,39
"LE BOURGET, FR",2/6/2010,0.1,,43,46,
"LE BOURGET, FR",2/7/2010,0.06,,40,44,37
"LE BOURGET, FR",2/8/2010,0,,37,40,
"LE BOURGET, FR",2/9/2010,0,0.4,30,36,
"LE BOURGET, FR",2/10/2010,0,,28,38,24
"LE BOURGET, FR",2/11/2010,0.04,0.4,28,30,24
"LE BOURGET, FR",2/12/2010,0,,28,,24
"LE BOURGET, FR",2/13/2010,0,,27,29,24
"LE BOURGET, FR",2/14/2010,0,,31,36,26
"LE BOURGET, FR",2/15/2010,0,,33,,28
"LE BOURGET, FR",2/16/2010,0,,31,,23
"LE BOURGET, FR",2/17/2010,0,,35,,27
"LE BOURGET, FR",2/18/2010,0,,42,52,36
"LE BOURGET, FR",2/19/2010,0.01,,41,46,
"LE BOURGET, FR",2/20/2010,0,,38,,33
"LE BOURGET, FR",2/21/2010,0.12,,40,47,33
"LE BOURGET, FR",2/22/2010,0.01,,50,58,39
"LE BOURGET, FR",2/23/2010,0.17,,52,56,
"LE BOURGET, FR",2/24/2010,0.06,,48,54,41
"LE BOURGET, FR",2/25/2010,0.24,,50,,47
"LE BOURGET, FR",2/26/2010,0.09,,48,53,
"LE BOURGET, FR",2/27/2010,0.08,,47,56,41
"LE BOURGET, FR",2/28/2010,0.38,,47,56,
"LE BOURGET, FR",3/1/2010,0.08,,43,,34
"LE BOURGET, FR",3/2/2010,0.02,,45,52,
"LE BOURGET, FR",3/3/2010,0,,41,48,33
"LE BOURGET, FR",3/4/2010,0,,39,46,
"LE BOURGET, FR",3/5/2010,0,,36,,29
"LE BOURGET, FR",3/6/2010,0,,37,44,
"LE BOURGET, FR",3/7/2010,0,,33,40,26
"LE BOURGET, FR",3/8/2010,0,,34,43,26
"LE BOURGET, FR",3/9/2010,0,,33,40,
"LE BOURGET, FR",3/10/2010,,,40,48,28
"LE BOURGET, FR",3/11/2010,0,,35,44,29
"LE BOURGET, FR",3/12/2010,0,,37,44,27
"LE BOURGET, FR",3/13/2010,0,,42,45,39
"LE BOURGET, FR",3/14/2010,0,,43,49,39
"LE BOURGET, FR",3/15/2010,0,,46,56,36
"LE BOURGET, FR",3/16/2010,0,,45,,34
"LE BOURGET, FR",3/17/2010,0,,49,63,35
"LE BOURGET, FR",3/18/2010,0,,55,67,
"LE BOURGET, FR",3/19/2010,0,,60,66,53
"LE BOURGET, FR",3/20/2010,0.24,,58,63,54
"LE BOURGET, FR",3/21/2010,0.63,,50,60,
"LE BOURGET, FR",3/22/2010,0,,50,,38
"LE BOURGET, FR",3/23/2010,0,,51,62,40
"LE BOURGET, FR",3/24/2010,0,,57,67,44
"LE BOURGET, FR",3/25/2010,0,,57,66,
"LE BOURGET, FR",3/26/2010,0.19,,51,57,
"LE BOURGET, FR",3/27/2010,0.07,,49,54,44
"LE BOURGET, FR",3/28/2010,0.03,,52,56,47
"LE BOURGET, FR",3/29/2010,0.08,,56,65,
"LE BOURGET, FR",3/30/2010,0.13,,50,57,41
"LE BOURGET, FR",3/31/2010,0.13,,45,53,
"LE BOURGET, FR",4/1/2010,0.03,,45,53,
"LE BOURGET, FR",4/2/2010,0,,46,,40
"LE BOURGET, FR",4/3/2010,0.14,,48,53,44
"LE BOURGET, FR",4/4/2010,0.28,,46,53,
"LE BOURGET, FR",4/5/2010,0.04,,46,57,36
"LE BOURGET, FR",4/6/2010,0,,54,,35
"LE BOURGET, FR",4/7/2010,0,,53,63,44
"LE BOURGET, FR",4/8/2010,0.06,,51,56,
"LE BOURGET, FR",4/9/2010,0,,51,63,38
"LE BOURGET, FR",4/10/2010,0,,52,61,44
"LE BOURGET, FR",4/11/2010,0,,47,57,
"LE BOURGET, FR",4/12/2010,0,,47,57,
"LE BOURGET, FR",4/13/2010,0.01,,51,63,44
"LE BOURGET, FR",4/14/2010,0.01,,50,59,43
"LE BOURGET, FR",4/15/2010,0,,51,61,41
"LE BOURGET, FR",4/16/2010,0.02,,49,,
"LE BOURGET, FR",4/17/2010,0,,50,63,38
"LE BOURGET, FR",4/18/2010,0,,55,,37
"LE BOURGET, FR",4/19/2010,0,,55,68,42
"LE BOURGET, FR",4/20/2010,0,,53,63,
"LE BOURGET, FR",4/21/2010,0,,50,61,
"LE BOURGET, FR",4/22/2010,0,,50,60,38
"LE BOURGET, FR",4/23/2010,0,,53,,38
"LE BOURGET, FR",4/24/2010,0,,58,74,40
"LE BOURGET, FR",4/25/2010,0,,61,72,49
"LE BOURGET, FR",4/26/2010,0,,55,67,48
"LE BOURGET, FR",4/27/2010,0,,56,69,42
"LE BOURGET, FR",4/28/2010,0,,64,78,46
"LE BOURGET, FR",4/29/2010,0,,68,81,
"LE BOURGET, FR",4/30/2010,0,,58,76,
"LE BOURGET, FR",5/1/2010,0,,56,63,48
"LE BOURGET, FR",5/2/2010,0.02,,53,60,
"LE BOURGET, FR",5/3/2010,0.31,,46,50,43
"LE BOURGET, FR",5/4/2010,0,,48,54,42
"LE BOURGET, FR",5/5/2010,0,,48,54,39
"LE BOURGET, FR",5/6/2010,0,,50,60,40
"LE BOURGET, FR",5/7/2010,0,,49,57,40
"LE BOURGET, FR",5/8/2010,0,,53,63,
"LE BOURGET, FR",5/9/2010,0.13,,55,63,47
"LE BOURGET, FR",5/10/2010,0,,53,60,45
"LE BOURGET, FR",5/11/2010,0.26,,44,57,
"LE BOURGET, FR",5/12/2010,0.17,,45,51,
"LE BOURGET, FR",5/13/2010,0,,46,51,40
"LE BOURGET, FR",5/14/2010,0,,49,54,44
"LE BOURGET, FR",5/15/2010,0,,53,61,44
"LE BOURGET, FR",5/16/2010,0,,54,65,44
"LE BOURGET, FR",5/17/2010,0,,57,65,
"LE BOURGET, FR",5/18/2010,0,,55,66,
"LE BOURGET, FR",5/19/2010,0,,57,67,44
"LE BOURGET, FR",5/20/2010,0,,60,,
"LE BOURGET, FR",5/21/2010,0,,64,74,
"LE BOURGET, FR",5/22/2010,0,,65,76,53
"LE BOURGET, FR",5/23/2010,0,,67,80,52
"LE BOURGET, FR",5/24/2010,0,,72,,54
"LE BOURGET, FR",5/25/2010,0,,71,87,57
"LE BOURGET, FR",5/26/2010,0.18,,63,71,
"LE BOURGET, FR",5/27/2010,0.35,,58,65,53
"LE BOURGET, FR",5/28/2010,0.06,,59,68,
"LE BOURGET, FR",5/29/2010,0,,59,66,47
"LE BOURGET, FR",5/30/2010,0.15,,59,64,
"LE BOURGET, FR",5/31/2010,0,,57,,50
"LE BOURGET, FR",6/1/2010,0,,57,,
"LE BOURGET, FR",6/2/2010,0.06,,61,71,53
"LE BOURGET, FR",6/3/2010,0,,65,76,51
"LE BOURGET, FR",6/4/2010,0,,70,82,54
"LE BOURGET, FR",6/5/2010,0,,73,85,58
"LE BOURGET, FR",6/6/2010,0,,67,79,
"LE BOURGET, FR",6/7/2010,0.37,,65,74,55
"LE BOURGET, FR",6/8/2010,0,,67,74,
"LE BOURGET, FR",6/9/2010,0.06,,63,69,
"LE BOURGET, FR",6/10/2010,0.33,,66,78,60
"LE BOURGET, FR",6/11/2010,0.14,,71,80,61
"LE BOURGET, FR",6/12/2010,1.16,,63,78,
"LE BOURGET, FR",6/13/2010,0,,59,67,49
"LE BOURGET, FR",6/14/2010,0,,61,,
"LE BOURGET, FR",6/15/2010,0,,62,70,
"LE BOURGET, FR",6/16/2010,0,,62,,50
"LE BOURGET, FR",6/17/2010,0,,62,70,57
"LE BOURGET, FR",6/18/2010,0,,61,68,
"LE BOURGET, FR",6/19/2010,0.01,,55,66,
"LE BOURGET, FR",6/20/2010,0.06,,54,59,48
"LE BOURGET, FR",6/21/2010,0,,57,65,
"LE BOURGET, FR",6/22/2010,0,,63,74,51
"LE BOURGET, FR",6/23/2010,0.01,,67,,54
"LE BOURGET, FR",6/24/2010,0,,70,81,
"LE BOURGET, FR",6/25/2010,0,,70,81,57
"LE BOURGET, FR",6/26/2010,0,,74,85,
"LE BOURGET, FR",6/27/2010,0,,76,87,
"LE BOURGET, FR",6/28/2010,0,,76,,
"LE BOURGET, FR",6/29/2010,0.31,,73,,62
"LE BOURGET, FR",6/30/2010,0.02,,74,87,58
"LE BOURGET, FR",7/1/2010,0,,80,92,64
"LE BOURGET, FR",7/2/2010,0,,80,95,70
"LE BOURGET, FR",7/3/2010,0.02,,68,79,64
"LE BOURGET, FR",7/4/2010,0,,69,,58
"LE BOURGET, FR",7/5/2010,0,,67,80,59
"LE BOURGET, FR",7/6/2010,0,,67,77,55
"LE BOURGET, FR",7/7/2010,0,,72,85,
"LE BOURGET, FR",7/8/2010,0,,78,92,60
"LE BOURGET, FR",7/9/2010,0,,81,92,70
"LE BOURGET, FR",7/10/2010,0,,74,89,66
"LE BOURGET, FR",7/11/2010,0.09,,79,,68
"LE BOURGET, FR",7/12/2010,0,,73,87,
"LE BOURGET, FR",7/13/2010,0.26,,75,83,69
"LE BOURGET, FR",7/14/2010,0,,68,81,62
"LE BOURGET, FR",7/15/2010,1.68,,68,77,60
"LE BOURGET, FR",7/16/2010,0,,69,76,63
"LE BOURGET, FR",7/17/2010,0,,66,73,
"LE BOURGET, FR",7/18/2010,0,,65,,51
"LE BOURGET, FR",7/19/2010,0,,72,85,
"LE BOURGET, FR",7/20/2010,0,,77,91,61
"LE BOURGET, FR",7/21/2010,0,,69,87,
"LE BOURGET, FR",7/22/2010,0.12,,69,78,
"LE BOURGET, FR",7/23/2010,0.09,,66,75,60
"LE BOURGET, FR",7/24/2010,0.01,,66,74,55
"LE BOURGET, FR",7/25/2010,0,,66,72,
"LE BOURGET, FR",7/26/2010,0,,67,75,
"LE BOURGET, FR",7/27/2010,0.02,,70,77,
"LE BOURGET, FR",7/28/2010,0,,71,80,
"LE BOURGET, FR",7/29/2010,0.01,,65,75,
"LE BOURGET, FR",7/30/2010,0,,68,78,55
"LE BOURGET, FR",7/31/2010,0,,73,84,
"LE BOURGET, FR",8/1/2010,0,,68,83,62
"LE BOURGET, FR",8/2/2010,0,,66,,
"LE BOURGET, FR",8/3/2010,0.02,,66,77,55
"LE BOURGET, FR",8/4/2010,0,,66,73,
"LE BOURGET, FR",8/5/2010,0.05,,64,71,56
"LE BOURGET, FR",8/6/2010,0,,65,74,51
"LE BOURGET, FR",8/7/2010,0,,69,80,59
"LE BOURGET, FR",8/8/2010,0.06,,67,77,58
"LE BOURGET, FR",8/9/2010,0,,69,,58
"LE BOURGET, FR",8/10/2010,0,,67,80,
"LE BOURGET, FR",8/11/2010,0.1,,68,77,
"LE BOURGET, FR",8/12/2010,0.03,,64,74,55
"LE BOURGET, FR",8/13/2010,0,,63,72,
"LE BOURGET, FR",8/14/2010,0.02,,61,72,
"LE BOURGET, FR",8/15/2010,0.54,,60,66,
"LE BOURGET, FR",8/16/2010,1.46,,59,,56
"LE BOURGET, FR",8/17/2010,0.3,,63,,59
"LE BOURGET, FR",8/18/2010,0.02,,64,,
"LE BOURGET, FR",8/19/2010,0.01,,65,77,50
"LE BOURGET, FR",8/20/2010,0,,72,86,
"LE BOURGET, FR",8/21/2010,0,,74,,60
"LE BOURGET, FR",8/22/2010,0,,74,85,
"LE BOURGET, FR",8/23/2010,0,,71,81,64
"LE BOURGET, FR",8/24/2010,0.43,,64,74,56
"LE BOURGET, FR",8/25/2010,0,,65,74,
"LE BOURGET, FR",8/26/2010,0,,73,79,
"LE BOURGET, FR",8/27/2010,0.02,,68,77,
"LE BOURGET, FR",8/28/2010,0.05,,61,69,55
"LE BOURGET, FR",8/29/2010,0.01,,59,,53
"LE BOURGET, FR",8/30/2010,0.08,,57,65,49
"LE BOURGET, FR",8/31/2010,0,,58,68,48
"LE BOURGET, FR",9/1/2010,0,,61,72,49
"LE BOURGET, FR",9/2/2010,0,,62,74,51
"LE BOURGET, FR",9/3/2010,0,,63,74,
"LE BOURGET, FR",9/4/2010,0,,62,72,
"LE BOURGET, FR",9/5/2010,0,,63,76,51
"LE BOURGET, FR",9/6/2010,0,,62,69,53
"LE BOURGET, FR",9/7/2010,0.08,,64,70,59
"LE BOURGET, FR",9/8/2010,0.34,,60,67,
"LE BOURGET, FR",9/9/2010,0.1,,60,68,
"LE BOURGET, FR",9/10/2010,0.05,,62,,51
"LE BOURGET, FR",9/11/2010,0,,65,78,53
"LE BOURGET, FR",9/12/2010,0,,62,72,
"LE BOURGET, FR",9/13/2010,0.02,,61,71,
"LE BOURGET, FR",9/14/2010,0,,66,74,59
"LE BOURGET, FR",9/15/2010,0.28,,62,70,
"LE BOURGET, FR",9/16/2010,0,,59,67,52
"LE BOURGET, FR",9/17/2010,0,,56,65,
"LE BOURGET, FR",9/18/2010,0,,53,64,41
"LE BOURGET, FR",9/19/2010,0,,55,,39
"LE BOURGET, FR",9/20/2010,0,,59,73,45
"LE BOURGET, FR",9/21/2010,0,,60,74,46
"LE BOURGET, FR",9/22/2010,0,,63,79,48
"LE BOURGET, FR",9/23/2010,0,,64,75,54
"LE BOURGET, FR",9/24/2010,0.45,,59,69,
"LE BOURGET, FR",9/25/2010,0.06,,53,59,
"LE BOURGET, FR",9/26/2010,0.01,,49,,
"LE BOURGET, FR",9/27/2010,0.46,,51,56,46
"LE BOURGET, FR",9/28/2010,0,,55,59,48
"LE BOURGET, FR",9/29/2010,0,,60,66,55
"LE BOURGET, FR",9/30/2010,0.09,,58,63,
"LE BOURGET, FR",10/1/2010,0.04,,56,63,48
"LE BOURGET, FR",10/2/2010,0.43,,64,69,57
"LE BOURGET, FR",10/3/2010,0,,67,,58
"LE BOURGET, FR",10/4/2010,0.02,,63,71,
"LE BOURGET, FR",10/5/2010,0.02,,60,64,54
"LE BOURGET, FR",10/6/2010,0.02,,61,65,
"LE BOURGET, FR",10/7/2010,0.04,,63,,57
"LE BOURGET, FR",10/8/2010,0.01,,62,72,54
"LE BOURGET, FR",10/9/2010,0.01,,64,76,
"LE BOURGET, FR",10/10/2010,0,,58,,
"LE BOURGET, FR",10/11/2010,0,,57,68,48
"LE BOURGET, FR",10/12/2010,0,,52,,42
"LE BOURGET, FR",10/13/2010,0,,48,,41
"LE BOURGET, FR",10/14/2010,0,,49,58,39
"LE BOURGET, FR",10/15/2010,0,,52,56,48
"LE BOURGET, FR",10/16/2010,0.07,,50,58,
"LE BOURGET, FR",10/17/2010,0.01,,43,48,
"LE BOURGET, FR",10/18/2010,0,,44,,34
"LE BOURGET, FR",10/19/2010,,,50,57,
"LE BOURGET, FR",10/20/2010,,,46,54,
"LE BOURGET, FR",10/21/2010,0,,40,53,29
"LE BOURGET, FR",10/22/2010,0,,41,,33
"LE BOURGET, FR",10/23/2010,0,,43,,33
"LE BOURGET, FR",10/24/2010,0.4,,46,52,41
"LE BOURGET, FR",10/25/2010,0,,44,,
"LE BOURGET, FR",10/26/2010,0,,43,,
"LE BOURGET, FR",10/27/2010,0.01,,53,58,
"LE BOURGET, FR",10/28/2010,0.04,,52,58,
"LE BOURGET, FR",10/29/2010,0,,54,,
"LE BOURGET, FR",10/30/2010,0.17,,53,61,
"LE BOURGET, FR",10/31/2010,0.04,,53,62,45
"LE BOURGET, FR",11/1/2010,0.01,,51,59,46
"LE BOURGET, FR",11/2/2010,0,,50,,40
"LE BOURGET, FR",11/3/2010,0.01,,58,,54
"LE BOURGET, FR",11/4/2010,0.01,,61,65,
"LE BOURGET, FR",11/5/2010,0,,60,65,55
"LE BOURGET, FR",11/6/2010,0,,54,61,
"LE BOURGET, FR",11/7/2010,0.76,,46,51,
"LE BOURGET, FR",11/8/2010,0.05,,42,,
"LE BOURGET, FR",11/9/2010,0.33,,47,,42
"LE BOURGET, FR",11/10/2010,0.36,,45,,
"LE BOURGET, FR",11/11/2010,0.02,,45,,33
"LE BOURGET, FR",11/12/2010,0.33,,56,,
"LE BOURGET, FR",11/13/2010,0.06,,58,61,57
"LE BOURGET, FR",11/14/2010,0.23,,56,60,
"LE BOURGET, FR",11/15/2010,0.03,,47,54,42
"LE BOURGET, FR",11/16/2010,0,,44,52,37
"LE BOURGET, FR",11/17/2010,0.01,,40,43,35
"LE BOURGET, FR",11/18/2010,0.06,,45,47,42
"LE BOURGET, FR",11/19/2010,0.03,,44,47,39
"LE BOURGET, FR",11/20/2010,0.01,,45,,40
"LE BOURGET, FR",11/21/2010,0.08,,42,45,
"LE BOURGET, FR",11/22/2010,0.06,,40,41,
"LE BOURGET, FR",11/23/2010,0,,40,44,35
"LE BOURGET, FR",11/24/2010,0.08,,41,46,37
"LE BOURGET, FR",11/25/2010,0.02,,37,42,
"LE BOURGET, FR",11/26/2010,0,,34,39,
"LE BOURGET, FR",11/27/2010,0.01,,32,38,
"LE BOURGET, FR",11/28/2010,0,,32,35,28
"LE BOURGET, FR",11/29/2010,0,,29,33,
"LE BOURGET, FR",11/30/2010,0,,27,31,21
"LE BOURGET, FR",12/1/2010,0,,28,30,
"LE BOURGET, FR",12/2/2010,0,,29,,25
"LE BOURGET, FR",12/3/2010,0,,28,31,24
"LE BOURGET, FR",12/4/2010,0,,32,,23
"LE BOURGET, FR",12/5/2010,0.01,,37,,36
"LE BOURGET, FR",12/6/2010,0.03,,35,37,
"LE BOURGET, FR",12/7/2010,0,,32,35,
"LE BOURGET, FR",12/8/2010,0.09,,32,,
"LE BOURGET, FR",12/9/2010,0.02,,33,,21
"LE BOURGET, FR",12/10/2010,0.11,,35,,26
"LE BOURGET, FR",12/11/2010,0.29,,42,,38
"LE BOURGET, FR",12/12/2010,0,,42,45,
"LE BOURGET, FR",12/13/2010,0,,30,42,
"LE BOURGET, FR",12/14/2010,0,,30,35,24
"LE BOURGET, FR",12/15/2010,0,,30,38,20
"LE BOURGET, FR",12/16/2010,0.02,,37,,
"LE BOURGET, FR",12/17/2010,0.22,,32,42,
"LE BOURGET, FR",12/18/2010,0.06,,31,34,22
"LE BOURGET, FR",12/19/2010,0.19,,35,43,27
"LE BOURGET, FR",12/20/2010,0.32,,33,44,30
"LE BOURGET, FR",12/21/2010,0.17,,36,38,
"LE BOURGET, FR",12/22/2010,0,,34,36,
"LE BOURGET, FR",12/23/2010,0.52,,32,34,
"LE BOURGET, FR",12/24/2010,0.02,,32,33,
"LE BOURGET, FR",12/25/2010,0.01,,28,32,
"LE BOURGET, FR",12/26/2010,0,,29,34,19
"LE BOURGET, FR",12/27/2010,0,,31,,28
"LE BOURGET, FR",12/28/2010,,,34,,28
"LE BOURGET, FR",12/29/2010,0.02,,37,,
"LE BOURGET, FR",12/30/2010,0,,35,38,
"LE BOURGET, FR",12/31/2010,0,,33,36,
"LE BOURGET, FR",1/1/2011,0,,34,,
"LE BOURGET, FR",1/2/2011,0.01,,35,39,
"LE BOURGET, FR",1/3/2011,0,,34,38,31
"LE BOURGET, FR",1/4/2011,0,,33,35,31
"LE BOURGET, FR",1/5/2011,0,,35,,28
"LE BOURGET, FR",1/6/2011,0.67,,51,,39
"LE BOURGET, FR",1/7/2011,0.25,,53,55,51
"LE BOURGET, FR",1/8/2011,0.22,,53,56,
"LE BOURGET, FR",1/9/2011,0.58,,43,52,
"LE BOURGET, FR",1/10/2011,0,,38,46,32
"LE BOURGET, FR",1/11/2011,0.13,,44,50,35
"LE BOURGET, FR",1/12/2011,0.22,,48,,42
"LE BOURGET, FR",1/13/2011,0.14,,56,,54
"LE BOURGET, FR",1/14/2011,0,,53,57,
"LE BOURGET, FR",1/15/2011,0.1,,49,,46
"LE BOURGET, FR",1/16/2011,0,,49,,
"LE BOURGET, FR",1/17/2011,0,,45,51,38
"LE BOURGET, FR",1/18/2011,0,,46,50,
"LE BOURGET, FR",1/19/2011,0.03,,37,44,31
"LE BOURGET, FR",1/20/2011,0,,38,42,
"LE BOURGET, FR",1/21/2011,0,,32,36,
"LE BOURGET, FR",1/22/2011,0,,38,,31
"LE BOURGET, FR",1/23/2011,0.01,,41,,39
"LE BOURGET, FR",1/24/2011,0,,42,43,40
"LE BOURGET, FR",1/25/2011,0.07,,41,,
"LE BOURGET, FR",1/26/2011,0.16,,41,44,
"LE BOURGET, FR",1/27/2011,0.23,,38,42,
"LE BOURGET, FR",1/28/2011,0,,33,38,
"LE BOURGET, FR",1/29/2011,0,,31,,
"LE BOURGET, FR",1/30/2011,0,,29,,
"LE BOURGET, FR",1/31/2011,0,,26,30,24
"LE BOURGET, FR",2/1/2011,0,,29,33,24
"LE BOURGET, FR",2/2/2011,0.01,,37,,31
"LE BOURGET, FR",2/3/2011,0.08,,43,50,38
"LE BOURGET, FR",2/4/2011,0,,47,,40
"LE BOURGET, FR",2/5/2011,0,,51,,50
"LE BOURGET, FR",2/6/2011,0,,49,53,46
"LE BOURGET, FR",2/7/2011,0,,46,60,33
"LE BOURGET, FR",2/8/2011,0.03,,48,52,45
"LE BOURGET, FR",2/9/2011,0,,45,49,
"LE BOURGET, FR",2/10/2011,0,,47,,36
"LE BOURGET, FR",2/11/2011,0.01,,56,63,
"LE BOURGET, FR",2/12/2011,0,,47,57,
"LE BOURGET, FR",2/13/2011,0.13,,43,,35
"LE BOURGET, FR",2/14/2011,0,,46,,
"LE BOURGET, FR",2/15/2011,0,,42,48,38
"LE BOURGET, FR",2/16/2011,0.01,,41,53,35
"LE BOURGET, FR",2/17/2011,0,,38,42,
"LE BOURGET, FR",2/18/2011,0,,38,43,30
"LE BOURGET, FR",2/19/2011,0,,39,,
"LE BOURGET, FR",2/20/2011,0.28,,44,,
"LE BOURGET, FR",2/21/2011,0,,43,,36
"LE BOURGET, FR",2/22/2011,0.08,,39,46,34
"LE BOURGET, FR",2/23/2011,0,,38,,31
"LE BOURGET, FR",2/24/2011,0.18,,49,56,40
"LE BOURGET, FR",2/25/2011,0,,49,,41
"LE BOURGET, FR",2/26/2011,0,,49,53,
"LE BOURGET, FR",2/27/2011,0.2,,44,49,
"LE BOURGET, FR",2/28/2011,0,,38,44,
"LE BOURGET, FR",3/1/2011,0,,41,48,
"LE BOURGET, FR",3/2/2011,0,,42,49,35
"LE BOURGET, FR",3/3/2011,0,,39,47,31
"LE BOURGET, FR",3/4/2011,0,,40,50,31
"LE BOURGET, FR",3/5/2011,0,,38,,31
"LE BOURGET, FR",3/6/2011,0,,39,,33
"LE BOURGET, FR",3/7/2011,0,,39,,
"LE BOURGET, FR",3/8/2011,0,,45,61,27
"LE BOURGET, FR",3/9/2011,0,,48,56,41
"LE BOURGET, FR",3/10/2011,0,,47,54,
"LE BOURGET, FR",3/11/2011,0,,51,55,
"LE BOURGET, FR",3/12/2011,0,,47,,35
"LE BOURGET, FR",3/13/2011,0.02,,51,55,48
"LE BOURGET, FR",3/14/2011,0,,51,59,
"LE BOURGET, FR",3/15/2011,0,,56,69,45
"LE BOURGET, FR",3/16/2011,0,,54,63,46
"LE BOURGET, FR",3/17/2011,0,,45,58,
"LE BOURGET, FR",3/18/2011,0,,48,54,40
"LE BOURGET, FR",3/19/2011,0.32,,45,52,
"LE BOURGET, FR",3/20/2011,0,,44,55,32
"LE BOURGET, FR",3/21/2011,0,,46,,
"LE BOURGET, FR",3/22/2011,0,,51,64,37
"LE BOURGET, FR",3/23/2011,0,,53,65,42
"LE BOURGET, FR",3/24/2011,0,,54,,41
"LE BOURGET, FR",3/25/2011,0,,55,,39
"LE BOURGET, FR",3/26/2011,0,,55,67,47
"LE BOURGET, FR",3/27/2011,0.15,,53,61,
"LE BOURGET, FR",3/28/2011,0.11,,52,63,42
"LE BOURGET, FR",3/29/2011,0,,51,63,39
"LE BOURGET, FR",3/30/2011,0.08,,53,58,49
"LE BOURGET, FR",3/31/2011,0.18,,57,62,51
"LE BOURGET, FR",4/1/2011,0.02,,56,61,
"LE BOURGET, FR",4/2/2011,0,,60,75,45
"LE BOURGET, FR",4/3/2011,0.14,,53,69,49
"LE BOURGET, FR",4/4/2011,0.06,,51,,
"LE BOURGET, FR",4/5/2011,0,,54,66,
"LE BOURGET, FR",4/6/2011,0,,61,,46
"LE BOURGET, FR",4/7/2011,0,,63,75,
"LE BOURGET, FR",4/8/2011,0,,59,71,46
"LE BOURGET, FR",4/9/2011,0,,58,72,
"LE BOURGET, FR",4/10/2011,0,,62,,46
"LE BOURGET, FR",4/11/2011,0,,59,72,48
"LE BOURGET, FR",4/12/2011,0,,51,62,
"LE BOURGET, FR",4/13/2011,0,,48,57,36
"LE BOURGET, FR",4/14/2011,0,,53,60,
"LE BOURGET, FR",4/15/2011,0,,53,61,
"LE BOURGET, FR",4/16/2011,0,,52,63,
"LE BOURGET, FR",4/17/2011,0,,53,65,39
"LE BOURGET, FR",4/18/2011,0,,58,,44
"LE BOURGET, FR",4/19/2011,,,59,,46
"LE BOURGET, FR",4/20/2011,0,,63,,
"LE BOURGET, FR",4/21/2011,0,,63,,49
"LE BOURGET, FR",4/22/2011,0,,64,77,
"LE BOURGET, FR",4/23/2011,0,,65,80,49
"LE BOURGET, FR",4/24/2011,0.02,,67,78,54
"LE BOURGET, FR",4/25/2011,0.01,,65,77,54
"LE BOURGET, FR",4/26/2011,0,,61,72,50
"LE BOURGET, FR",4/27/2011,0,,56,67,
"LE BOURGET, FR",4/28/2011,0,,50,59,47
"LE BOURGET, FR",4/29/2011,0.03,,54,61,49
"LE BOURGET, FR",4/30/2011,0.04,,59,71,47
"LE BOURGET, FR",5/1/2011,0,,62,73,50
"LE BOURGET, FR",5/2/2011,0,,60,67,
"LE BOURGET, FR",5/3/2011,0.01,,53,63,42
"LE BOURGET, FR",5/4/2011,0,,54,,38
"LE BOURGET, FR",5/5/2011,0,,58,70,42
"LE BOURGET, FR",5/6/2011,0,,64,78,45
"LE BOURGET, FR",5/7/2011,0,,71,80,59
"LE BOURGET, FR",5/8/2011,0,,69,78,
"LE BOURGET, FR",5/9/2011,0,,65,76,
"LE BOURGET, FR",5/10/2011,0,,66,75,
"LE BOURGET, FR",5/11/2011,0,,62,72,52
"LE BOURGET, FR",5/12/2011,0,,57,68,
"LE BOURGET, FR",5/13/2011,0,,57,,41
"LE BOURGET, FR",5/14/2011,0,,56,67,
"LE BOURGET, FR",5/15/2011,0,,56,63,49
"LE BOURGET, FR",5/16/2011,0,,57,65,
"LE BOURGET, FR",5/17/2011,0,,61,72,53
"LE BOURGET, FR",5/18/2011,0,,64,78,48
"LE BOURGET, FR",5/19/2011,0,,57,76,52
"LE BOURGET, FR",5/20/2011,0,,62,71,
"LE BOURGET, FR",5/21/2011,0,,64,78,44
"LE BOURGET, FR",5/22/2011,0,,65,76,
"LE BOURGET, FR",5/23/2011,0,,65,,45
"LE BOURGET, FR",5/24/2011,0,,60,78,
"LE BOURGET, FR",5/25/2011,0,,62,76,42
"LE BOURGET, FR",5/26/2011,0,,60,75,54
"LE BOURGET, FR",5/27/2011,0,,57,62,
"LE BOURGET, FR",5/28/2011,0,,59,72,42
"LE BOURGET, FR",5/29/2011,0,,66,80,52
"LE BOURGET, FR",5/30/2011,0,,68,85,
"LE BOURGET, FR",5/31/2011,0.02,,58,74,
"LE BOURGET, FR",6/1/2011,0,,59,70,44
"LE BOURGET, FR",6/2/2011,0,,65,78,50
"LE BOURGET, FR",6/3/2011,0,,71,,
"LE BOURGET, FR",6/4/2011,0,,74,87,63
"LE BOURGET, FR",6/5/2011,0.2,,69,81,
"LE BOURGET, FR",6/6/2011,0,,62,73,
"LE BOURGET, FR",6/7/2011,0.13,,59,63,
"LE BOURGET, FR",6/8/2011,0.22,,60,68,
